tweet,gold_reply,intent
Hi. How do I pair my Apple Watch to my new iPhone? Thanks!,Great question. This should help:,device_setup
since the update my iPhone 6s Plus is having issues with the camera .. already sent a dm!,We ve received your DM and will continue working with you there.,software_update
Ever since I updated to iOS 11 the location sign does not go away even after turning off location services #bug #ios11bug,"Let s look into this together. To start, can you tell us what color the arrow at the top is?",software_update
My phone is using data to back up to icloud every morning in the 2 am hour. How do I prevent this usage?????,That s a great question. Here s a link about the automatic iCloud backup feature:,icloud_sync
My App Store update page is struck with the above image I have attached.,Have you had a chance to restart the iPhone? To restart your iOS device:,app_store
App Store is way too slow after #iOS11,We'd like to gather some more info in order to help. Let us know what type of device you're accessing the App Store on via DM.,app_store
Yup - running iOS 11.1 and this is happening across all my apps on and off. Text boxes for the chat apps like whatsapp and iMessage.,Thanks for that information. DM us the country or region where you are currently located to continue.,software_update
I m using iOS 11.0.3 - it s a priority for me as I use my car for work and I need to be contactable while I m out and about,We completely understand your need. Let's start by going through the steps here: Let us know how it goes.,software_update
Sitting with my iPhone plugged into the charger and its battery is slowly going down. Great logic there,We want to help. Let's gather some details to isolate this. Which iPhone and iOS version do you have? Did this issue just start?,charging_issue
"ever since I updated to iOS11 on my iPhone 6, bluetooth keeps dropping out (i.e. when using wireless headphones or my car's BT stereo). I've been hoping for each update to fix it but no love as of yet... is this a known issue?",We re here to help. Please DM us the version of iOS 11 that you re using so we can better assist you.,device_setup
you all need to fix the battery #ios11 is eating my battery,"We know how important your battery life is. To start, DM us which device you're using and we'll start from there.",battery_issue
y'all are truly trash I shouldn't have to log into my Apple ID every time I unlock my phone and still have iMessage not work,Let's look into this together. Send us a DM including the iOS version installed on your iPhone. We'll go from there.,apple_id_login
how do you stop iCloud songs appearing in shuffle mode on the new update?,Help is here! Are you wanting to disable iCloud Music Library?,icloud_sync
Fraud #appleservice Unicorn centre mumbai ! Returning a laptop with scratches on the screen which were never there,We'd like to look into what you're seeing here. Could you join us in DM with more info and we'll work from there?,account_security
My basically brand new (5 months old) MacBook Pro won't charge whyyyyyy does this happen?,That is not what we expect. Let us get you back up and running. What release model is this MacBook Pro? DM us the answer:,charging_issue
"Thanks for changing my brand new SE into a warm, battery draining, sluggish shitfest with just one update!",We'd like to help. Send us a DM and let us know if this happens with all apps or just specific ones.,battery_issue
What do I have to do when my Apple Pencil won't charge (through cable and male-female connector)?,Thanks for reaching out. Does it still charge correctly through the iPad itself?,charging_issue
why was I charged an infinite loop fee if I have no subscriptions???,We'll be glad to assist you. Are you seeing charges on your account you didn't make? Please send us a DM.,billing_refund
